,carat,cut,color,clarity,depth,table,x,y,z,cut_group,color_group,clarity_group,price_predicted
2443,1.51,Very Good,F,VS1,59.6,63.0,7.34,7.43,4.4,2,1,3,13585.132195143764
2444,0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49,1,1,4,2410.677593848057
2445,0.52,Ideal,D,SI2,61.7,55.0,5.17,5.2,3.2,1,1,4,1356.44603428759
2446,0.4,Premium,G,SI1,59.3,59.0,4.82,4.8,2.85,1,2,4,530.837144712259
2447,0.5,Ideal,E,VS2,62.9,54.0,5.14,5.1,3.22,1,1,3,1201.8735283628484
2448,1.25,Ideal,I,SI2,61.4,55.0,6.92,6.99,4.27,1,2,4,6431.453596971209
2449,0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83,2,2,3,4332.049478307816
2450,0.44,Ideal,I,VS1,61.1,56.0,4.92,4.96,3.02,1,2,3,1135.7591852878395
2451,0.42,Very Good,E,SI1,62.3,58.0,4.76,4.81,2.98,2,1,4,763.7539699642166
2452,1.29,Ideal,G,VS2,61.3,57.0,6.99,7.07,4.31,1,2,3,8186.021175839029
2453,1.12,Ideal,F,VS1,61.8,56.0,6.67,6.69,4.13,1,1,3,8395.223603411214
2454,0.6,Ideal,G,VS1,62.2,55.0,5.41,5.45,3.38,1,2,3,2208.512861443054
2455,0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,2,1,4,209.2763141227333
2456,0.31,Premium,H,SI1,62.3,55.0,4.36,4.34,2.71,1,2,4,298.57018776091354
2457,1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79,1,2,3,12129.649256753839
2458,0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,1,2,4,2410.3904855647925
2459,0.3,Very Good,F,SI1,63.5,57.0,4.27,4.24,2.7,2,1,4,281.64979115604365
2460,0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,2,1,4,19384.197413262984
2461,0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,1,1,4,609.6523708772256
2462,0.32,Premium,G,VS2,61.7,60.0,4.4,4.32,2.69,1,2,3,226.38368838566566
2463,1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,1,2,4,8754.096349499037
2464,1.02,Ideal,J,SI2,61.6,55.0,6.49,6.43,3.98,1,2,4,4472.274293396727
2465,1.0,Very Good,F,VVS2,62.9,55.0,6.29,6.36,3.98,2,1,2,8769.405204670355
2466,1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,1,1,4,4769.226741045961
2467,1.01,Ideal,H,VS1,61.5,56.0,6.48,6.43,3.97,1,2,3,5501.553504780999
2468,0.7,Premium,G,VVS2,61.8,58.0,5.67,5.63,3.49,1,2,2,3382.77797017374
2469,0.29,Ideal,G,VS2,61.6,56.0,4.26,4.29,2.63,1,2,3,400.5880813759759
2470,0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,1,2,2,1035.376139553
2471,0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,1,1,4,758.6568804248163
2472,1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,1,1,4,5251.681489970266
2473,0.3,Very Good,H,VVS1,62.2,58.0,4.26,4.29,2.66,2,2,2,576.5966466929458
2474,1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,1,2,2,9310.593216724645
2475,1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,2,2,4,3990.9895663346615
2476,1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,2,1,3,9249.789565717656
2477,1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,2,1,4,4896.229646362914
2478,1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,1,1,4,10503.321346243238
2479,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,1,1,1,1034.3817825141596
2480,0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,1,1,4,914.9162308647174
2481,0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,1,1,4,767.7291205381262
2482,1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,1,1,3,6579.677611588551
2483,0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,2,1,3,563.5057647296926
2484,0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,1,1,4,928.0191007803587
2485,0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93,2,2,2,1002.8238150129109
2486,1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,1,1,3,15440.500253687118
2487,1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,1,2,3,8686.586378722535
2488,0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,2,1,4,346.9428002747518
2489,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,3,2,4,15833.051982345292
2490,0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,2,2,3,1380.4644765864505
2491,0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,1,2,2,2564.5997271696197
2492,0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27,1,2,4,1314.852092144225
2493,0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,1,1,2,959.1328269916849
2494,0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,1,1,3,3284.8033765490927
2495,1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,1,2,4,8640.30017360772
2496,1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,2,1,4,4998.685360255009
2497,1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,3,2,4,7227.362795822104
2498,0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,2,2,2,3739.882473668189
2499,0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,2,1,4,830.8307046998889
2500,0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83,1,2,2,936.5122124326717
2501,0.63,Ideal,F,SI1,62.6,56.0,5.53,5.49,3.45,1,1,4,1883.867736016913
2502,0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,1,2,4,997.4930246881013
2503,1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85,2,1,4,4428.578462584517
2504,1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02,2,2,3,5239.0225650349275
2505,0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,1,2,4,3687.267257674557
2506,1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,1,2,4,8379.872442988046
2507,1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,2,2,4,4169.851980671367
2508,0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,1,2,3,342.85799687053805
2509,1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,1,2,4,9614.39207696874
2510,0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,2,1,2,1044.6903629500011
2511,0.42,Very Good,G,VS1,60.6,58.0,4.82,4.95,2.96,2,2,3,901.7717372309435
2512,0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,1,2,3,2909.4513773374
2513,0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,2,1,4,473.01992142471863
2514,0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,2,1,3,3671.505183824429
2515,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,1,2,1,818.2782222267688
2516,0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,1,1,3,944.1392072669223
2517,1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,1,1,4,4978.773016870084
2518,0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,1,1,4,780.5592513391312
2519,0.48,Good,F,VS1,59.0,60.9,5.09,5.15,3.02,2,1,3,1276.9923871709834
2520,0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,1,1,3,732.446075152573
2521,1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,1,2,4,4558.681458948213
2522,0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,1,2,3,4562.16728348892
2523,1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,2,1,4,4958.762031684208
2524,0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,1,1,3,937.7139170709743
2525,0.31,Very Good,E,SI1,63.1,57.0,4.31,4.28,2.71,2,1,4,352.57955524581484
2526,0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,3,1,3,3062.5264848786283
2527,1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,1,2,3,12442.937422408644
2528,1.79,Premium,G,VS1,61.7,59.0,7.85,7.74,4.81,1,2,3,12855.542002624426
2529,0.36,Ideal,E,VS1,62.4,55.0,4.61,4.59,2.87,1,1,3,640.2091273142178
2530,1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,2,1,5,5203.10051275586
2531,0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,1,1,4,4284.251030548152
2532,0.33,Ideal,I,SI1,61.5,57.0,4.49,4.46,2.75,1,2,4,236.8079863459243
2533,1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,1,2,4,4741.290911586986
2534,0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,1,1,4,2844.865659722018
2535,0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,1,2,3,3327.471076814798
2536,0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,1,1,4,753.956794567719
2537,0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,1,1,4,3445.425584004617
2538,0.32,Ideal,G,VS1,61.9,55.0,4.4,4.42,2.73,1,2,3,543.1343876064075
2539,0.3,Premium,F,VS2,62.2,60.0,4.22,4.27,2.64,1,1,3,914.9765464813609
2540,0.7,Ideal,F,VS2,62.0,56.0,5.71,5.74,3.55,1,1,3,3078.7366780400553
2541,1.52,Fair,J,VS1,65.4,58.0,7.22,7.17,4.7,3,2,3,9402.914950274057
2542,0.31,Ideal,G,IF,62.0,54.0,4.36,4.38,2.71,1,2,1,772.6316645008319
2543,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,1,1,3,1313.4380307922293
2544,0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53,1,2,3,3200.8149867782613
2545,0.67,Good,F,VS2,58.1,62.0,5.76,5.83,3.36,2,1,3,2531.349092572207
2546,0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,1,2,3,536.5399444714949
2547,0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,1,2,3,3161.584030930604
2548,0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,2,1,3,1134.3077357122966
2549,0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,1,1,4,3567.327032803285
2550,0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,1,1,4,1001.9579457011569
2551,2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,3,2,3,13312.535807228269
2552,1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,2,1,3,17623.242579580212
2553,0.7,Very Good,F,VS2,63.4,56.0,5.69,5.63,3.59,2,1,3,2947.1237179494638
2554,0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,2,2,3,2666.6134707652673
2555,0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,2,1,1,758.1759398866707
2556,0.32,Premium,D,SI1,60.8,58.0,4.41,4.44,2.69,1,1,4,576.9361560396865
2557,1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,2,2,5,5324.780153047613
2558,0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,3,2,2,4329.441934675797
2559,0.41,Premium,I,VVS2,62.4,60.0,4.73,4.7,2.94,1,2,2,948.561694920847
2560,1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,1,2,4,4277.094691554055
2561,0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,2,2,3,4499.216100170248
2562,1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,2,2,2,6899.243131798279
2563,2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,1,2,4,14943.17675663235
2564,1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,2,1,4,9965.660309129094
2565,0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,1,2,2,682.6847017294585
2566,0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,2,2,4,3103.9311709898247
2567,0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92,1,2,3,782.8286052705425
2568,1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,1,2,3,10950.113700047368
2569,0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,1,2,4,3388.85182811298
2570,1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,2,2,4,5831.943034041295
2571,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,2,1,3,8651.48262001251
2572,0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,1,2,2,956.9982183401899
2573,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,1,1,4,584.1450961971459
2574,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,2,1,2,525.759939454525
2575,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,2,2,3,2401.652236715061
2576,0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,2,2,2,517.0858891600656
2577,0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,2,1,3,4873.492582739465
2578,0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,1,1,3,3217.171410586705
2579,0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,1,1,4,1218.954415401393
2580,0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,1,1,3,828.7971487238065
2581,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,1,2,3,6007.521815581193
2582,0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,1,2,4,2371.7475373054112
2583,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,1,2,4,8898.371884909182
2584,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,1,1,4,2779.2034591973134
2585,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,2,1,3,6431.516492764647
2586,1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,3,2,2,4323.8965693501195
2587,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,2,2,4,13609.962744394976
2588,0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,2,1,3,542.8175721755324
2589,0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,1,1,4,638.3721696203356
2590,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,1,2,4,17191.648578709428
2591,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,2,1,4,3848.730454252993
2592,0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,1,2,3,880.1354265103037
2593,0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,1,2,3,662.3795315692187
2594,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,2,1,4,11824.313855675213
2595,0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,2,2,4,3702.8205652070865
2596,0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,2,1,3,934.5038911362499
2597,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,2,2,3,2685.1964689353827
2598,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,1,1,3,1538.980147325954
2599,0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,2,1,4,618.5388892586343
2600,0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,1,2,4,3510.7754154068152
2601,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,2,1,4,3052.502885545102
2602,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,1,1,4,5610.308626758244
2603,0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,1,1,4,564.7024099998489
2604,0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,2,2,4,1002.7351568232625
2605,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,3,1,4,3852.0016940641153
2606,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,1,1,3,1695.5534645455227
2607,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,1,1,3,1054.825091338651
2608,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,1,2,4,4546.3950830765425
2609,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,2,2,4,13190.795406114034
2610,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,2,2,4,2927.0533022934324
2611,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,1,1,3,2277.988370976147
2612,1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,1,2,4,5846.419845380655
2613,1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,2,2,4,6642.846840859282
2614,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,1,2,4,15076.245557187358
2615,1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,1,2,3,5184.356679539786
2616,0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,1,2,3,1603.7604820416
2617,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,1,2,4,15511.847874030664
2618,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,2,2,4,5043.50184086457
2619,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,1,1,4,1700.5126719700638
2620,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,3,1,4,3212.7240504152933
2621,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,1,1,3,932.033152516964
2622,0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,2,1,4,453.2261446540397
2623,0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,1,1,3,2099.5516748967893
2624,1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,2,2,3,9826.823046752692
2625,1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,1,2,4,6439.353090991877
2626,1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,3,1,4,4421.436579664808
2627,0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,1,2,4,2933.8112589104094
2628,1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,1,2,4,8622.810320430126
2629,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,1,1,3,3115.9399777184844
2630,0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,2,2,4,540.1979412067412
2631,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,1,1,4,2673.633015932195
2632,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,2,2,3,3713.966206769872
2633,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,1,1,4,2743.0015700195145
2634,0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,1,2,3,937.1187606055992
2635,0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,1,1,4,4072.988601637513
2636,0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,2,1,2,4382.291892748719
2637,0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,1,1,3,614.0700612838009
2638,0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,2,1,4,643.8452706758217
2639,0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,1,1,3,1291.4342464598922
2640,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,1,2,4,15625.839387296071
2641,0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,2,2,3,3803.968704271778
2642,1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,2,1,4,5891.917956756999
2643,0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,1,2,3,369.4589992335059
2644,0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,1,2,3,342.1398474646612
2645,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,1,2,3,2924.0580875732085
2646,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,1,1,4,4623.550299433693
2647,0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,1,1,3,1302.8435480241642
2648,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,1,2,4,4524.282322679741
2649,0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,2,1,4,2171.1556667926397
2650,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,1,1,4,6041.251625254088
2651,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,1,2,3,2920.365977088417
2652,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,1,1,4,2356.4297548880386
2653,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,1,1,3,1518.786676589545
2654,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,1,1,3,475.95933063487973
2655,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,1,1,3,617.2754766667167
2656,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,1,2,3,524.5479234777904
2657,1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,2,2,4,4295.274088766266
2658,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,1,1,3,1996.3032752635881
2659,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,2,2,4,2773.6413170323285
2660,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,2,1,2,329.3629152897265
2661,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,1,1,3,890.7363370612256
2662,1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,2,2,3,4917.31771839162
2663,1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,3,2,4,3478.1109827270284
2664,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,1,2,4,514.4521881463152
2665,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,1,2,3,6237.871660312594
2666,1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,1,1,4,4919.07679271606
2667,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,1,2,3,818.4869406941634
2668,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,2,2,4,7960.7850126423655
2669,1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,1,2,3,7664.343982608517
2670,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,2,1,3,1500.2755805641136
2671,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,1,2,3,3285.166325784492
2672,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,2,1,4,669.4802912202795
2673,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,1,2,3,11040.200497694683
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,1,1,3,1755.4831171052756
2675,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,2,1,3,2199.6826265616764
2676,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,1,2,3,389.7932173444515
2677,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,1,2,3,16181.612387356068
2678,1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,1,2,3,5940.145669995385
2679,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,1,2,4,6898.513603360614
2680,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,1,2,4,4812.9337350124515
2681,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,2,1,3,6410.520622617227
2682,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,2,1,2,4091.668072455177
2683,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,1,1,3,727.4360662632789
2684,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,2,2,3,843.3259018084991
2685,0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,2,2,4,2409.9834403459827
2686,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,2,1,2,7247.209178038396
2687,0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,3,2,4,1499.2026400887098
2688,0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,1,1,2,1586.7718651885261
2689,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,1,1,3,9998.957615298392
2690,0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,1,1,3,839.8884998991598
2691,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,1,2,3,5829.938103822431
2692,0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,1,2,4,524.9298980606472
2693,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,2,2,2,11799.986481154763
2694,0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,2,1,2,566.1349584857162
2695,0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,2,1,4,2549.2031860621755
2696,1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,2,2,4,4408.497720444233
2697,0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,1,1,3,945.9825536322642
2698,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,1,2,2,13517.41576059694
2699,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,1,2,3,8019.282166216005
2700,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,2,1,2,744.985676545748
2701,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,1,1,3,937.5689758348562
2702,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,1,1,4,676.1412289266082
2703,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,1,1,2,1425.8884639029275
2704,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,1,1,3,1520.0997636269894
2705,1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,1,2,3,7601.578460456949
2706,0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,1,1,3,3242.4913821095142
2707,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,1,1,3,843.1171412138392
2708,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,2,1,2,2149.550114434951
2709,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,1,1,2,2412.0313812968634
2710,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,1,1,4,4042.8068664425664
2711,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,1,2,3,397.47713909429876
